date,id_str,user_name,text,time,latitude,longitude
2018-05-04,15333904.0,denisejoines,pu ’ u ’ showing red beauty crater floor collapsed puna nature,01:48:33,19.5061,-154.849
2018-05-04,3103940401.0,ralphmalani,volcano going nuts stay safe big island family friends,03:02:12,19.500999999999998,-154.953
2018-05-04,271941115.0,shawnpila,insane act nature happening right big island massive,04:40:16,19.4735,-154.92
2018-05-04,49376299.0,SMC_DC,took helicopter ride family see mauna loa kilauea everything,06:16:23,19.48333333,-155.6
2018-05-04,189282513.0,MrTrevorJames,’ actually lava flowing neighborhood right ’,06:46:29,19.729679100000002,-155.0650024
2018-05-04,243944159.0,julieziebart,tbt tour kilauea last november,06:47:04,19.61838,-155.98554
2018-05-04,260062389.0,deidriadavis,soitiswritten stay safe brother shortiniphotog,12:17:20,19.99806,-155.81602
2018-05-04,288973089.0,AmeenaMatthews,salaams wow seen fire amp rain always thaught see,12:34:38,19.924032699999998,-155.88749886
2018-05-04,284481348.0,HandKhandbags,heightened 🌋 volcanic activity big island like,12:36:22,19.99806,-155.81602
2018-05-04,23079315.0,kowenturner,visited volcano last thursday erupted yesterday causing,12:42:27,19.39923,-155.287
2018-05-04,182413580.0,KwinMosby,hard believe years ago staring bubbling mouth kilauea,13:18:44,19.39923,-155.287
2018-05-04,15743054.0,azhiaziam,kilauea lavaflow going leilaniestates staysafe everyone,18:48:42,19.4735,-154.92
2018-05-04,36807899.0,ambermaliah,big snow mauna kea last years like filling hot coffee crushed,18:57:43,19.793797199999997,-156.00457298
2018-05-04,154787088.0,Belou20,’ imagine people leilani neighbors feeling right,19:05:07,19.7055,-155.086
2018-05-04,2557950577.0,henrymortega1,enjoying paradise sweet cheeks,20:24:24,19.55689217,-155.96366762
2018-05-04,146108105.0,adunni66,met many cool people pahoa surrounding area night uncle,20:45:23,19.500999999999998,-154.953
2018-05-04,287337150.0,czanec,glad hear girl safe volcano,22:31:00,19.126755499999998,-155.78271333
2018-05-04,203226820.0,LastQuake,estimated population felt area inhabitant,22:36:09,19.46,-155.16
2018-05-04,266281691.0,AlyaShowroom,yesterday ’ adventure see madam pele 🌋 volcano national park kilaue,22:42:38,19.61838,-155.98554
2018-05-04,123938204.0,EhikuRademacher,growing big island remember going visit lava flow night,22:44:33,19.4139,-155.246
2018-05-04,53987002.0,Renan_Luan,visita em fevereiro ao vulcão kilauea havaí entrou em erupção hoje 🌋,22:52:32,19.39923,-155.287
2018-05-04,22755516.0,HulasWaikiki,thoughts prayers people big island right,23:31:21,19.99806,-155.81602
2018-05-04,20082649.0,jammaquino,leilani estates resident evacuee ron mclane sits outside american red,23:31:47,19.49309419,-154.94618483
2018-05-04,121049123.0,INGVterremoti,terremoto mw ore del hawaiian islands united states land prof k,23:34:03,19.65,-155.12
